symptom_text,risk_tier
nethu irundhu moochu problem,ER_NOW
ponnu mayakkam sudden ah,ER_NOW
dengue la platelet issue severe,ER_NOW
kachal romba um vomiting,ER_NOW
enga veetukarar rain la work senju,ER_NOW
paambu kadippu urgent hospital,ER_NOW
fever illa aana nenju vali,ER_NOW
pesticide visham romba effect,ER_NOW
sudden breathing difficulty vanthuchu,ER_NOW
maganukku chest tight aagi,ER_NOW
mayakkam varuthu vizhunthan,ER_NOW
severe dengue symptoms,ER_NOW
pondatiku moochu kashdum,ER_NOW
snake bite aagi swelling romba,ER_NOW
continuous vomiting ippo dhaan,ER_NOW
juram high ah malaria,ER_NOW
working in rain la severe cold,ER_NOW
appaku faint aagiruchu,ER_NOW
pesticide reaction body la,ER_NOW
nenju vali romba severe,ER_NOW
dengue fever bleeding nose,ER_NOW
moochu vida mudiyala nethu,ER_NOW
en ammaku paambu bite,ER_NOW
mayakkam pottu ground la,ER_NOW
severe chest pain um,ER_NOW
fever illa ana moochu,ER_NOW
visham pottu vanthi,ER_NOW
veetukarar malaria severe,ER_NOW
snake kadichu leg black,ER_NOW
breathing difficulty romba,ER_NOW
en ponnukku sudden mayakkam,ER_NOW
dengue symptoms vanthuchu,ER_NOW
kachal um body pain,ER_NOW
pesticide exposure aagi,ER_NOW
enga appa nenju vali,ER_NOW
continuous vanthi varuthu,ER_NOW
rain la work panni juram,ER_NOW
paambu bite romba vali,ER_NOW
moochu sari illa,ER_NOW
pondati faint pottu,ER_NOW
severe breathing issue,ER_NOW
malaria fever high,ER_NOW
visham reaction sudden,ER_NOW
magan chestpain,ER_NOW
dengue bleeding gums,ER_NOW
juram illa aana moochu,ER_NOW
snake bite swelling,ER_NOW
nethu rathiri vanthi,ER_NOW
amma mayakkam,ER_NOW
pesticide ill aana,ER_NOW
enga appaku breathing,ER_NOW
farm rain la snake,ER_NOW
fever high vomiting,ER_NOW
en veetukarar moochu,ER_NOW
mayakkam vizhunthan,ER_NOW
dengue severe,ER_NOW
paambu kadippu,ER_NOW
chest pain sudden,ER_NOW
visham pottu,ER_NOW
malaria symptoms,ER_NOW
pondati juram,ER_NOW
snake bite urgent,ER_NOW
continuous vomiting,ER_NOW
nethu irundhu mayakkam,ER_NOW
severe chestpain,ER_NOW
dengue bleeding,ER_NOW
fever illa moochu,ER_NOW
en appa faint,ER_NOW
rain la work issue,ER_NOW
paambu swelling,ER_NOW
breathing difficulty,ER_NOW
en magal vomiting,ER_NOW
juram romba,ER_NOW
எங்க அப்பாக்கு நேத்து ராத்திரி இருந்து நெஞ்சு வலி ரொம்ப அதிகமா இருக்கு உடனே வாங்க,ER_NOW
என் பொண்டாட்டிக்கு திடீர்னு மூச்சு விட முடியல மயக்கம் வருது,ER_NOW
வீட்டுக்காரர் நெஞ்சு வலியோட வாந்தி பண்றாரு ரொம்ப,ER_NOW
எங்க அம்மாவுக்கு திடீரா மயக்கம் போட்டு விழுந்துட்டாங்க,ER_NOW
நெஞ்சு வலி ரொம்ப கஷ்டமா இருக்கு,ER_NOW
என் பையனுக்கு மூச்சு திணறல் அதிகமா இருக்கு உடனே வாங்க,ER_NOW
எங்க தாத்தாவுக்கு ரத்தம் வாந்தி வருது நேத்து இருந்து,ER_NOW
திடீர்னு மயக்கம் வந்து விழுந்துட்டேன்,ER_NOW
என் பொண்ணுக்கு நெஞ்சு வலி மயக்கம்,ER_NOW
மூச்சு விட ரொம்ப கஷ்டமா இருக்கு டாக்டர்,ER_NOW
எங்க அப்பாக்கு நெஞ்சு வலி அதிகமா இருக்கு உடனே கூட்டிட்டு போ,ER_NOW
வீட்டுக்காரருக்கு திடீர்னு வயிறு வலி வாந்தி தொடர்ச்சியா,ER_NOW
என் அக்காவுக்கு மூச்சு திணறல் ரொம்ப மோசமா இருக்கு,ER_NOW
நெஞ்சு வலி வந்து மயக்கம்,ER_NOW
எங்க பாட்டிக்கு தலை சுற்றி மயக்கம் போட்டுடுச்சு,ER_NOW
ரொம்ப வாந்தி வருது நிற்கவே மாட்டேங்குது,ER_NOW
என் மகனுக்கு நெஞ்சு வலி திடீர்னு,ER_NOW
மூச்சு முட்டுது கஷ்டமா இருக்கு,ER_NOW
எங்க வீட்டுக்காரருக்கு நேத்து ராத்திரி மயக்கம் வந்து விழுந்தாரு,ER_NOW
தொடர்ச்சியா வாந்தி பண்ணி பலவீனமா இருக்கு,ER_NOW
நெஞ்சு வலி அதிகமா,ER_NOW
மூச்சு திணறல்,ER_NOW
எங்க அப்பா திடீர்னு மயக்கம்,ER_NOW
வயிறு வலி ரத்த வாந்தி,ER_NOW
என் பொண்டாட்டி நெஞ்சு வலி,ER_NOW
மயக்கம் போட்டு விழுந்துட்டாங்க,ER_NOW
நெஞ்சு வலியா இருக்கு உடனே வாங்க,ER_NOW
மூச்சு கஷ்டம் ரொம்ப,ER_NOW
எங்க அம்மா தொடர்ச்சி வாந்தி,ER_NOW
திடீரா மயக்கம்,ER_NOW
எங்க பையனுக்கு நெஞ்சு வலி மூச்சு திணறல்,ER_NOW
வீட்டுக்காரர் ரொம்ப மோசமா மயக்கம்,ER_NOW
நெஞ்சு வலி ராத்திரி இருந்து,ER_NOW
மயக்கம் வருது திரும்ப திரும்ப,ER_NOW
என் பொண்ணு வாந்தி ரத்தம்,ER_NOW
மூச்சு விட முடியல,ER_NOW
எங்க தாத்தா நெஞ்சு வலி அதிகம்,ER_NOW
திடீர்னு விழுந்துட்டாரு,ER_NOW
ரொம்ப வாந்தி வருது,ER_NOW
நெஞ்சு வலி கஷ்டம்,ER_NOW
எங்க அப்பாக்கு நேத்து ராத்திரி இருந்து நெஞ்சு வலி ரொம்ப அதிகமா இருக்கு உடனே ஆஸ்பத்திரிக்கு கூட்டணும்,ER_NOW
என் பொண்டாட்டிக்கு திடீர்னு மூச்சு திணறி மயக்கம் வருது ரொம்ப பயமா இருக்கு,ER_NOW
வீட்டுக்காரர் நெஞ்சு வலியோட தொடர்ச்சியா வாந்தி பண்றாரு உடனே வாங்க,ER_NOW
எங்க அம்மாவுக்கு திடீரா மயக்கம் போட்டு விழுந்துட்டாங்க மூச்சு சரியில்ல,ER_NOW
என் பையனுக்கு நெஞ்சு வலி அதிகமா இருக்கு மூச்சு முட்டுது,ER_NOW
எங்க பாட்டிக்கு ரத்தம் வந்து வாந்தி வருது ரொம்ப பலவீனம்,ER_NOW
திடீர்னு மயக்கம் வந்து தரையில விழுந்துட்டேன் யாரும் இல்ல,ER_NOW
என் மகளுக்கு நெஞ்சு வலி திடீர்னு வந்து மயக்கம்,ER_NOW
மூச்சு விட ரொம்ப கஷ்டமா இருக்கு நெஞ்சுல வலி,ER_NOW
எங்க வீட்டுக்காரருக்கு நேத்து இருந்து நெஞ்சு வலி மயக்கம் வருது,ER_NOW
தொடர்ச்சியா வாந்தி பண்ணி உடம்பு தள்ளாடுது,ER_NOW
எங்க அக்காவுக்கு மூச்சு திணறல் ரொம்ப மோசமா,ER_NOW
நெஞ்சு வலி வந்து திடீரா மயக்கம் போட்டேன்,ER_NOW
எங்க தாத்தாவுக்கு தலை சுற்றி மயக்கம் வந்து விழுந்துட்டாரு,ER_NOW
ரொம்ப வாந்தி வருது நிறுத்த முடியல,ER_NOW
என் பொண்ணுக்கு நெஞ்சு வலி ரொம்ப,ER_NOW
மூச்சு முட்டி கஷ்டப்படுது,ER_NOW
எங்க அப்பா திடீர்னு மயக்கம் போட்டாரு,ER_NOW
வயிறு வலி ரத்த வாந்தி வருது,ER_NOW
என் பொண்டாட்டி நெஞ்சு வலியோட மயக்கம்,ER_NOW
மயக்கம் திரும்ப திரும்ப வருது,ER_NOW
நெஞ்சு வலி அதிகமா இருக்கு உடனே,ER_NOW
மூச்சு திணறல் ரொம்ப கஷ்டம்,ER_NOW
எங்க அம்மா தொடர்ச்சி வாந்தி பண்ணி பலவீனம்,ER_NOW
திடீரா மயக்கம் வந்துடுச்சு,ER_NOW
வீட்டுக்காரர் ரொம்ப மோசமா இருக்கு மயக்கம்,ER_NOW
நெஞ்சு வலி நேத்து ராத்திரி இருந்து,ER_NOW
மயக்கம் வருது தொடர்ச்சியா,ER_NOW
என் பொண்ணு ரத்தம் வாந்தி பண்றா,ER_NOW
மூச்சு விட முடியல ரொம்ப,ER_NOW
எங்க தாத்தா நெஞ்சு வலி அதிகமா இருக்கு,ER_NOW
திடீர்னு விழுந்துட்டாரு மயக்கம்,ER_NOW
ரொம்ப வாந்தி வருது உடனே வாங்க,ER_NOW
நெஞ்சு வலி கஷ்டமா இருக்கு,ER_NOW
எங்க அப்பாக்கு நெஞ்சு வலி ரொம்ப அதிகமா,ER_NOW
மூச்சு கஷ்டம் திடீர்னு,ER_NOW
என் பொண்டாட்டிக்கு மயக்கம் போட்டு விழுந்துட்டா,ER_NOW
வீட்டுக்காரருக்கு வாந்தி ரத்தம்,ER_NOW
எங்க அம்மா திடீரா நெஞ்சு வலி,ER_NOW
பையனுக்கு மூச்சு திணறல்,ER_NOW
எங்க பாட்டி மயக்கம் தொடர்ச்சி,ER_NOW
நெஞ்சு வலி மயக்கம்,ER_NOW
எங்க வீட்டுக்காரர் நேத்து இருந்து வலி,ER_NOW
திடீர்னு மயக்கம் வந்து,ER_NOW
ரத்த வாந்தி வருது,ER_NOW
நெஞ்சு வலியா இருக்கு,ER_NOW
என் மகன் மூச்சு கஷ்டம்,ER_NOW
மயக்கம் போட்டுடுச்சு,ER_NOW
வாந்தி தொடர்ச்சியா,ER_NOW
எங்க அக்கா நெஞ்சு வலி,ER_NOW
திடீரா விழுந்துட்டேன்,ER_NOW
நெஞ்சு வலி ரொம்ப,ER_NOW
மூச்சு திணறல் அதிகம்,ER_NOW
எங்க அப்பா மயக்கம்,ER_NOW
என் பொண்டாட்டி திடீர்னு மயக்கம்,ER_NOW
நெஞ்சு வலி உடனே வாங்க,ER_NOW
மூச்சு முட்டுது,ER_NOW
எங்க அம்மாவுக்கு வாந்தி ரொம்ப,ER_NOW
எங்க பையன் நெஞ்சு வலி,ER_NOW
மயக்கம் வந்துடுச்சு,ER_NOW
வீட்டுக்காரர் மூச்சு திணறல்,ER_NOW
ரத்தம் வாந்தி,ER_NOW
எங்க தாத்தா நெஞ்சு வலி,ER_NOW
திடீர்னு விழுந்தாரு,ER_NOW
நெஞ்சு வலி அதிகமா இருக்கு உடனே ஆஸ்பத்திரி போகணும்,ER_NOW
மூச்சு விட ரொம்ப கஷ்டம் திடீர்னு வந்துச்சு,ER_NOW
என் பொண்டாட்டிக்கு தொடர்ச்சியா வாந்தி மயக்கம்,ER_NOW
வீட்டுக்காரருக்கு நெஞ்சுல வலி ரொம்ப மோசம்,ER_NOW
எங்க அப்பாக்கு மயக்கம் போட்டு விழுந்துட்டாரு நேத்து ராத்திரி,ER_NOW
நெஞ்சு வலி ரொம்ப அதிகமா இருக்கு டாக்டர் உடனே,ER_NOW
எங்க பையனுக்கு மூச்சு திணறி மயக்கம் வருது,ER_NOW
திடீரா ரத்த வாந்தி பண்ணி பலவீனமா இருக்கு,ER_NOW
என் பொண்ணுக்கு நெஞ்சு வலி திடீர்னு வந்து,ER_NOW
மூச்சு முட்டி கஷ்டப்படுது உடனே வாங்க,ER_NOW
எங்க அம்மா திடீர்னு மயக்கம் போட்டாங்க,ER_NOW
வயிறு வலி வந்து தொடர்ச்சி வாந்தி,ER_NOW
எங்க வீட்டுக்காரர் நெஞ்சு வலியோட மூச்சு கஷ்டம்,ER_NOW
ரொம்ப மயக்கம் வருது திரும்ப திரும்ப,ER_NOW
நெஞ்சு வலி கஷ்டமா,ER_NOW
மூச்சு திணறல் ரொம்ப,ER_NOW
எங்க தாத்தா வாந்தி ரத்தம்,ER_NOW
திடீர்னு மயக்கம்,ER_NOW
என் மகனுக்கு நெஞ்சு வலி மயக்கம்,ER_NOW
வீட்டுக்காரருக்கு மூச்சு விட முடியல,ER_NOW
நெஞ்சு வலி அதிகம் இருக்கு,ER_NOW
மயக்கம் தொடர்ச்சியா வருது,ER_NOW
எங்க அப்பா ரொம்ப வாந்தி,ER_NOW
திடீரா நெஞ்சு வலி,ER_NOW
என் பொண்டாட்டி மூச்சு திணறல்,ER_NOW
எங்க அம்மாவுக்கு திடீர்னு விழுந்துட்டாங்க,ER_NOW
பையனுக்கு வாந்தி தொடர்ச்சி,ER_NOW
மூச்சு கஷ்டம் அதிகமா,ER_NOW
எங்க பாட்டிக்கு நெஞ்சு வலி,ER_NOW
ரத்த வாந்தி ரொம்ப,ER_NOW
என் பொண்ணு மூச்சு திணறல்,ER_NOW
வீட்டுக்காரர் நெஞ்சு வலி,ER_NOW
திடீரா வாந்தி,ER_NOW
நெஞ்சு வலி ரொம்ப கஷ்டம்,ER_NOW
மயக்கம் போட்டு விழுந்துட்டேன்,ER_NOW
எங்க அப்பாக்கு மூச்சு முட்டுது,ER_NOW
வயிறு வலி வந்து மயக்கம்,ER_NOW
என் அக்கா திடீர்னு நெஞ்சு வலி,ER_NOW
மூச்சு திணறல் மயக்கம்,ER_NOW
எங்க தாத்தா திடீரா மயக்கம்,ER_NOW
வாந்தி ரத்தம் வருது,ER_NOW
என் பையன் நெஞ்சு வலி,ER_NOW
மூச்சு விட கஷ்டம்,ER_NOW
எங்க பொண்டாட்டிக்கு வாந்தி தொடர்ச்சி,ER_NOW
மயக்கம் வருது,ER_NOW
எங்க அம்மா திடீர்னு விழுந்துட்டாங்க,ER_NOW
ரத்த வாந்தி,ER_NOW
மூச்சு முட்டுது ரொம்ப,ER_NOW
எங்க அப்பா நேத்து இருந்து வலி,ER_NOW
என் மகளுக்கு நெஞ்சு வலி,ER_NOW
வாந்தி ரொம்ப,ER_NOW
எங்க வீட்டுக்காரருக்கு மயக்கம் போட்டு,ER_NOW
ரத்தம் வந்து வாந்தி,ER_NOW
நெஞ்சு வலி ரொம்ப அதிகமா இருக்கு,ER_NOW
என் பொண்ணுக்கு தொடர்ச்சி மயக்கம்,ER_NOW
எங்க அக்காவுக்கு நெஞ்சு வலி,ER_NOW
திடீர்னு மூச்சு திணறல்,ER_NOW
எங்க பாட்டி வாந்தி ரத்தம்,ER_NOW
மயக்கம் திரும்ப வருது,ER_NOW
என் பையனுக்கு நெஞ்சு வலி அதிகம்,ER_NOW
எங்க அப்பாக்கு திடீர்னு மூச்சு கஷ்டம்,ER_NOW
என் பொண்டாட்டி மயக்கம்,ER_NOW
தொடர்ச்சியா வாந்தி,ER_NOW
நெஞ்சு வலி உடனே,ER_NOW
எங்க அம்மாவுக்கு திடீரா மயக்கம்,ER_NOW
ரத்த வாந்தி பண்றா,ER_NOW
திடீர்னு நெஞ்சு வலி,ER_NOW
என் மகன் வாந்தி தொடர்ச்சி,ER_NOW
எங்க பொண்ணுக்கு மூச்சு திணறல்,ER_NOW
விழுந்துட்டாரு திடீரா,ER_NOW
ரத்தம் வாந்தி வருது,ER_NOW
மூச்சு விட ரொம்ப கஷ்டமா இருக்கு,ER_NOW
எங்க அப்பா நெஞ்சு வலி மயக்கம்,ER_NOW
